Repository,Forks,additions,Deletions,Total,Messages
TCL-Eggdrop,17,287,35,322,Bug Fixed!
TCL-Eggdrop,17,6,8,14,Update 1.0.2 RC 2
TCL-Eggdrop,17,1,1,2,Update
TCL-Eggdrop,17,6,5,11,Bugs Fixed
TCL-Eggdrop,17,137,80,217,"Update 1.0.2

Tidak tergantung pada irc server /time tapi pada shell server time
masing-masing"
TCL-Eggdrop,17,0,0,0,Tidak penting
TCL-Eggdrop,17,62,0,62,"First release

!dnsx untuk ip/domain menggunakan perl dalam eksekusi - requested by sdx"
TCL-Eggdrop,17,2,2,4,"Update domain

Fixed domain issue"
TCL-Eggdrop,17,16,11,27,"Update domain

Old domain forward to new domain"
TCL-Eggdrop,17,122,0,122,"Gseen Mod Indoensian Language - 1st release

Gseen Mod Indonesian Language - Bahasa - 1st release

https://github.com/florian-sander/gseen.mod

#####################################################################
#
# Default Indonesia langfile for GSeen.Mod v1.1.0
# Bahasa by dono #Nostalgia DALNET
#
# A complete list of available Tags can be found at the end of the
# file slang_gseen_commands.c (unfortunately, it does not contain any
# descriptions for the tags)
#
#####################################################################"
TCL-Eggdrop,17,1,0,1,"Backdoor decrypted

Backdoor owned by Kopasus - decrypted line 1778!"
TCL-Eggdrop,17,0,1,1,"Backdoor removed

Backdoor by Kopasus - decrypted!"
TCL-Eggdrop,17,393,0,393,"Base64 Encode and Decode thru channel

Base64 Encode (!be)
Base64 Decode (!bd)
eg:
!be text
!bd text"
TCL-Eggdrop,17,25,0,25,"Autotopic

Eggdrop Update topic with the time"
TCL-Eggdrop,17,1,1,2,"Update

Adzan.tcl update
UNO TCL Priv Development"
TCL-Eggdrop,17,3,3,6,update
TCL-Eggdrop,17,2,2,4,update
TCL-Eggdrop,17,6,6,12,Enjoy!
TCL-Eggdrop,17,3,3,6,Update global daerah
TCL-Eggdrop,17,11,5,16,Update config
TCL-Eggdrop,17,0,902,902,Update bugs dan enable mutlchan
TCL-Eggdrop,17,901,0,901,Update bugs and Multi chanenl
TCL-Eggdrop,17,714,723,1437,Update bugs
TCL-Eggdrop,17,0,50,50,update copas
TCL-Eggdrop,17,75,31,106,"Update working versi 1.1

perbaiki bind time dan bugs lainnya"
TCL-Eggdrop,17,1,1,2,Update copyleft
TCL-Eggdrop,17,910,0,910,"Mofikasi initial release

Update automation"
TCL-Eggdrop,17,181,0,181,"Auto Voice TCL

## this script will give voice to users who say something on the
## channel and devoice them after idle time.
##
## people will have a overlook of who idles and who is active on your
## channels (especially for chans with bot-only ops)
##
## - add voice on pubmsg for #channel :
##   .chanset #channel +av.pubmsg
##   remove with .chanset #channel -av.pubmsg
## - add devoice after idle time for #channel :
##   .chanset #channel +av.devoice
## - optionally set devoice time in the bots partyline :
##   .chanset #channel av.dtime 30 (in minutes)
##
## there is a little delay before voicing, so there won't be
## modefloods."
TCL-Eggdrop,17,1,14,15,Update README.md
gpio,1,1,1,2,fix for PWM take 4
gpio,1,2,0,2,fix for PWM take 3
gpio,1,2,2,4,fix for PWM take 2
gpio,1,21,1,22,fix for PWM
gpio,1,9,5,14,adjusting format for verbose read
gpio,1,4,0,4,update readme
gpio,1,49,8,57,testing verbose pin-reading
gpio,1,14,4,18,fix the left-right bug in the Physical-Virtual robot designer model
gpio,1,5,5,10,fixed bug found by devin and raymond
gpio,1,11,7,18,new colors
gpio,1,1,1,2,hotkey
gpio,1,46,6,52,improvements to visibility and performance
gpio,1,1,1,2,switch behavior of all-info - fix
gpio,1,14,9,23,Merge branch 'master' of github.com:cbradyatinquire/gpio
gpio,1,1,1,2,switch behavior of all-info
gpio,1,14,9,23,fix digital read
gpio,1,9,9,18,vertical sliders slightly longer
gpio,1,21,83,104,5 and 6 for tones only
gpio,1,709,0,709,merge branch 'master' of github.com:cbradyatinquire/gpio
gpio,1,166,40,206,tweaks to exploded pcd and robot designer
gpio,1,24,24,48,rhubnet-fixes for extensionupdates
gpio,1,709,0,709,robot hubnet
gpio,1,2441,0,2441,versions of robot designer
gpio,1,3,2,5,more responsiveness to mouse events
gpio,1,11,7,18,add analogs fix pwm
gpio,1,12,7,19,version 1 of pwm
gpio,1,8,0,8,Merge branch 'master' of github.com:cbradyatinquire/gpio
gpio,1,8363,9,8372,"Merge branch 'master' of https://github.com/cbradyatinquire/gpio

Conflicts:
	pcDuino-Monitor2.nlogo"
gpio,1,2,2,4,mods
gpio,1,63,40,103,connect to gpio extension
HSR.modules.SMS.project.Hardrock,0,24,0,24,Abschlusspräsentation und Screenshot Submodule in die Dokumentation einfügen.
HSR.modules.SMS.project.Hardrock,0,0,0,0,wunderschööös fucking bildli (submodel)
HSR.modules.SMS.project.Hardrock,0,16037,41438,57475,"Anpassung Arena mit Triag

neu: 15 4 10"
HSR.modules.SMS.project.Hardrock,0,3,3,6,änderigä v2
HSR.modules.SMS.project.Hardrock,0,13,9,22,korrekturen
HSR.modules.SMS.project.Hardrock,0,22,22,44,revised and some corrections
HSR.modules.SMS.project.Hardrock,0,31,29,60,Kleine Bereinigungen
HSR.modules.SMS.project.Hardrock,0,39,38,77,korrekturen und konsistenz ganze doku
HSR.modules.SMS.project.Hardrock,0,13,13,26,korrekturen
HSR.modules.SMS.project.Hardrock,0,2,1,3,Fehlerbereinigung
HSR.modules.SMS.project.Hardrock,0,50,26,76,Diagramme einfügen
HSR.modules.SMS.project.Hardrock,0,7,0,7,diagrams
HSR.modules.SMS.project.Hardrock,0,50,42,92,Überarbeitung Szenarien und Auswertung
HSR.modules.SMS.project.Hardrock,0,81,8,89,"Simulationsdaten, Szenariendiagramme und Arena Report in Doku einbinden"
HSR.modules.SMS.project.Hardrock,0,0,0,0,scheduler.png
HSR.modules.SMS.project.Hardrock,0,478,20385,20863,ArenaUndBildli
HSR.modules.SMS.project.Hardrock,0,1318,1808,3126,Merge branch 'master' of https://github.com/moonline/Hardrock
HSR.modules.SMS.project.Hardrock,0,3,0,3,Auswertungen
HSR.modules.SMS.project.Hardrock,0,36,27,63,optquest screenshot
HSR.modules.SMS.project.Hardrock,0,9,8,17,nöchmals Korrekturen
HSR.modules.SMS.project.Hardrock,0,0,0,0,Bewegungsschema beschriften
HSR.modules.SMS.project.Hardrock,0,10,8,18,Körrektüren
HSR.modules.SMS.project.Hardrock,0,107,108,215,model optimierung darstellung
HSR.modules.SMS.project.Hardrock,0,7,22,29,Die drei Fragezeichen düdeldü
HSR.modules.SMS.project.Hardrock,0,5,5,10,Merge branch 'master' of github.com:moonline/Hardrock
HSR.modules.SMS.project.Hardrock,0,11,1730,1741,model Aktualisierung
HSR.modules.SMS.project.Hardrock,0,5,5,10,Model v2 vdx
HSR.modules.SMS.project.Hardrock,0,1191,0,1191,Model v2
HSR.modules.SMS.project.Hardrock,0,52,10,62,moertschtuul
HSR.modules.SMS.project.Hardrock,0,60,60,120,"changed Simulation Results, adapted Objectives"
385FinalProject,0,208,138,346,Changed stuff
385FinalProject,0,26,0,26,"Another vhdl file

This needs some folders."
385FinalProject,0,95,0,95,Made some new vhdl files that are just comments
385FinalProject,0,2214,0,2214,Added Font Rom
385FinalProject,0,49,20,69,Done for today... I thnk
385FinalProject,0,90,7,97,Some unfinished stuff with the ADC
385FinalProject,0,39,22,61,Grid all setup and pretty lookin
385FinalProject,0,96,3,99,Simple Grid Working
385FinalProject,0,23,41,64,"Moved around some video control files

ColorMapper deleted. BackgroundColor added. Scope no longer has all the
stuff for VideoController. It has been moved into VideoController an
instance is declared in scope."
385FinalProject,0,949,14,963,Video works. Outputs a black BG
385FinalProject,0,49,1,50,"Added some stuff to map colors to the screen

Right now it is not set up to actually use a VGA screen. Tomorrow I will
start to go through and assign pins and work on getting some video
output. Also I will try to get the audio CODEC interface setup or at
least the pins mapped."
385FinalProject,0,148,1,149,Added VGA_Controller from lab 8
385FinalProject,0,184,0,184,Added some useful files from previous labs
385FinalProject,0,226,0,226,"Created project with some empty VHDL files

They all have a pretty header. Can we keep this a reocuring thing
through the entire project?"
hackfoldr,145,2,2,4,fix ethercalc cert error.
hackfoldr,145,1,1,2,"Merge pull request #76 from Vdragon/patch-2

/about - Fix typo"
hackfoldr,145,1,1,2,"/about - Fix typo

Signed-off-by: Ｖ字龍 <Vdragon.Taiwan@gmail.om>"
hackfoldr,145,2,2,4,Locked karma's version at 0.12 for peerDenpencies
hackfoldr,145,7,6,13,"Merge pull request #74 from df1/master

#73 Change favicon service from http://g.etfv.co/ (broken) to https:/…"
hackfoldr,145,7,6,13,#73 Change favicon service from http://g.etfv.co/ (broken) to https://www.google.com/s2/favicons
hackfoldr,145,40,0,40,"Merge pull request #72 from irvin/patch-1

Add en-US translation of /about for issue #71"
hackfoldr,145,40,0,40,Add en-US translation of /about for issue #71
hackfoldr,145,14,14,28,force label color for labels in menu
hackfoldr,145,3,0,3,"Merge pull request #66 from PeterDaveHello/patch-1

make CI build faster"
hackfoldr,145,3,0,3,make CI build faster
hackfoldr,145,8,2,10,* Kaohsiung-explode-20140801 => 1WVWrKC-Tbry3ltgouQPpZH2Cd2HkKeZ8DjLs4PW
hackfoldr,145,15,13,28,more state cleanups
hackfoldr,145,125,1466,1591,Merge branch 'wip' into hackfoldr
hackfoldr,145,3,1236,1239,switch back to ng-include
hackfoldr,145,3,2,5,"Merge remote-tracking branch 'hackfoldr/master' into wip

Conflicts:
	app/app/controllers.ls"
hackfoldr,145,3,1,4,Fix collapsed flag storage
hackfoldr,145,3,3,6,"find first doc entry with url as canonical one, closes #62"
hackfoldr,145,826,810,1636,update ct-ui-router-extras to 8fd8827 for uglifyjs
hackfoldr,145,57,58,115,Simplify hackId as static scalar injected to controller
hackfoldr,145,1215,1,1216,WIP sticky state for keeping iframes loaded
hackfoldr,145,3,1008,1011,Actually use ui-router from bower
hackfoldr,145,1,1,2,oops.
hackfoldr,145,2,2,4,use patched ui-router.stateHelper
hackfoldr,145,2,1,3,fix default hack state transition
hackfoldr,145,3,2,5,Fix collapsed flag storage
hackfoldr,145,60,55,115,refactor with multiple ui-view
hackfoldr,145,26,22,48,update angular and use angular-ui-router.stateHelper
hackfoldr,145,0,342,342,cleanup
hackfoldr,145,2,2,4,safeapply
elcano,69,2,0,2,"Update README.txt

This repository has been archived. The system consists of several different microprocessors. Elcano/Elcano has been broken into separate repositories for each processor."
elcano,69,0,0,0,LIDAR SolidWorks files
elcano,69,0,0,0,SolidWorks files for Brake System for ELF
elcano,69,70,84,154,"Switched of PIDs again, all mmPs now"
elcano,69,1617,88,1705,Updated Serial to CAN
elcano,69,14,0,14,Create README.txt
elcano,69,199,0,199,"New CAN test files

Low is changed by Hilevel and verified by msgs sent back from Low."
elcano,69,1354,0,1354,"Create High_Level_System.ino

Copied from Self-Drive with lots of DEBUG comments to be removed later"
elcano,69,2,1,3,added vs files to gitignore
elcano,69,116,110,226,Add more high level comments and tests
elcano,69,34,19,53,Add start celibrate
elcano,69,9979,0,9979,Add CAN and high level test
elcano,69,4,10,14,Removed extra
elcano,69,24,60,84,fixed steering
elcano,69,0,0,0,Corrected pin mapping document for steering PWM pin
elcano,69,142,13,155,added steer tester
elcano,69,69,3245,3314,fixing bugs
elcano,69,46,38,84,investigating bugs
elcano,69,2,2,4,"bug fix

wrong argument in map"
elcano,69,34,0,34,"started working on angle translation, partially written function is never called and is work in progress with many comments"
elcano,69,70,105,175,"fixed classes for can interrupts, made instances static"
elcano,69,1,29,30,"Cleanup

* remove two extraineous files from the PID library that was copied in
* remove over-specification on the update() method of the vehicle class"
elcano,69,534,535,1069,"Coerced firmware to compile

receiveCAN() cannot be a static method
attempted to move interrupts to constructor, but I don't have the energy to fight the static-member fight"
elcano,69,0,0,0,Updated llbv3 bill of materials
elcano,69,4,2,6,Defined odo click for function test
elcano,69,60,58,118,"Minorsilkscreen updates

Named testpoints
Swapped 10k for 0 ohm resistor on reset button"
elcano,69,70,71,141,integrated CAN
elcano,69,223,186,409,"added some interrupt handlers, simplified classes"
elcano,69,109,137,246,combined settings files
elcano,69,0,0,0,moved llbv3 settings
cug2013-torque,0,2,2,4,Typo in conclusion 'and and'
cug2013-torque,0,66,61,127,Proofreading updates
cug2013-torque,0,1,1,2,Fix typo
cug2013-torque,0,3,0,3,Added a very simple acknowledgment
cug2013-torque,0,11,0,11,Initial stab at a conclusion
cug2013-torque,0,3,2,5,Adding the work 'Figure' to a reference
cug2013-torque,0,16,0,16,Adding initial future work section
cug2013-torque,0,8,7,15,Formatting and updting figure
cug2013-torque,0,0,0,0,Moving figures to figures directory
cug2013-torque,0,83,75,158,Moving all text to dedicated files
cug2013-torque,0,52,5,57,Adding Don's Titan Text
cug2013-torque,0,55,1,56,Merge branch 'master' of https://github.com/mattaezell/cug2013-torque
cug2013-torque,0,56,0,56,Some preliminary efforts to get things done.
cug2013-torque,0,16,5,21,A little more work on Gaea section
cug2013-torque,0,0,0,0,add the reporting diagram
cug2013-torque,0,0,0,0,add the job start diagram
cug2013-torque,0,44,1,45,Some work on the Gaea experiences
cug2013-torque,0,8,0,8,Added info about Orphans in the Moab way
cug2013-torque,0,38,10,48,Adding more to previous design section
cug2013-torque,0,5,5,10,Updating the gitignore file because I renamed several things
cug2013-torque,0,36,13,49,Renamed files so I could enable the 'underscore' package
cug2013-torque,0,6,1,7,Adding ALPS hi-level diagram
cug2013-torque,0,52,2,54,Adding Don's ALPS sections
cug2013-torque,0,51,28,79,Moved to a multi-file format
cug2013-torque,0,2,0,2,Ignore bib byproducts
cug2013-torque,0,2889,21,2910,Moving to bibtex for references
cug2013-torque,0,4882,0,4882,Initializing repository for CUG2013 Torque paper
project,0,4,0,4,updating the readme
project,0,2952,0,2952,"adding already made from thesis code, generic code for memories to be added later"
project,0,0,0,0,first commit
Portable-VirtualBox,209,6,6,12,"Merge pull request #76 from streetgt/master

Updates vboxinstall.ini to latest VBox version"
Portable-VirtualBox,209,4,4,8,More updates to support latest version
Portable-VirtualBox,209,2,2,4,Updates vboxinstall.ini to latest VBox version
Portable-VirtualBox,209,66,65,131,Merge branch 'araname-translation'
Portable-VirtualBox,209,158,158,316,Fixed encoding
Portable-VirtualBox,209,181,184,365,Merge branch 'master' into translation
Portable-VirtualBox,209,23,26,49,"Merge pull request #70 from janpio/patch-2

Improve building instructions"
Portable-VirtualBox,209,34,34,68,"Merge pull request #69 from janpio/patch-1

Improve English UI text"
Portable-VirtualBox,209,3,3,6,Update english.ini
Portable-VirtualBox,209,2,2,4,Update english.ini
Portable-VirtualBox,209,23,26,49,Improve building instructions
Portable-VirtualBox,209,29,29,58,Improve English UI
Portable-VirtualBox,209,66,65,131,Fix translations
Portable-VirtualBox,209,127,105,232,"Merge pull request #59 from Peppernrino/patch-1

Update ReadMe.txt"
Portable-VirtualBox,209,322,164,486,"Merge pull request #67 from araname/language

Update language files"
Portable-VirtualBox,209,322,164,486,"Update language files

Fix typos, Add Korean language"
Portable-VirtualBox,209,158,0,158,"Merge pull request #65 from otefenli/master

Turkish language file"
Portable-VirtualBox,209,158,0,158,"Turkish language file

Turkish language file for version v5.1.22-Starter v6.4.10"
Portable-VirtualBox,209,127,105,232,"Update ReadMe.txt

Fixed some spelling and grammar. :)
Added Changelog info for v6.4.7 to v6.4.10.
Added translations.
Added SSL to virtualbox link.
Removed some end spaces."
